time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,Abs_r3,Abs_r2,Abs_r1,Abs_t1,Abs_t2,neck_flexion,neck_bending,neck_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0.517,95.95362803,2.03927454,89.03008536,0.46526345,1.70078199,0.1526887,53.6570567,-10.31750396,0.0,58.78095087,1.02592113,0.0,0.0,0.0,53.6570567,-10.31750396,0.0,58.78095087,1.02592113,0.0,0.0,0.0,-0.03912048,0.41887021,-1.24027848,-0.07265064,0.55709738,-1.31779588,-0.06427104,1.01844103,-1.31779588,-0.0447108,1.01844103,-1.08524367,-0.03632728,0.85416013,-1.00772626,-0.02235344,0.64882995,-0.93020886,-0.27943367,4.73834358,-6.89805681,0.0,0.0,9.16070924,-3.12918231,7.98213635,-1.19010852,-26.65943845,2.43523917,92.51752298,46.7160266,0.0,4.95464657,12.77387017,-24.05226182,13.52393783,110.37078015,48.63916736,0.0,4.95464657
0.533,96.04028864,2.10495709,88.99158355,0.46516635,1.7007732,0.15299231,53.65502475,-10.31638377,0.0,58.78190947,1.02593786,0.0,0.0,0.0,53.65502475,-10.31638377,0.0,58.78190946,1.02593786,0.0,0.0,0.0,-0.04216378,0.41856904,-1.23054576,-0.07830236,0.55669683,-1.30745487,-0.06927087,1.01770878,-1.30745487,-0.04818898,1.01770878,-1.07672754,-0.03915329,0.853546,-0.99981843,-0.02409238,0.64836345,-0.92290932,-0.30117166,4.73493675,-6.84392637,0.0,0.0,9.00505774,-3.17903769,7.94436065,-1.43539716,-26.58995291,2.26274713,92.58251046,46.72353038,0.0,4.9549305,12.19129551,-24.12378543,13.62552912,113.29260777,48.68121726,0.0,4.9549305
0.55,95.7722621,2.18051276,89.01360221,0.46512356,1.70089189,0.15335845,53.64464356,-10.31071107,0.0,58.78680289,1.02602327,0.0,0.0,0.0,53.64464356,-10.31071107,0.0,58.78680288,1.02602327,0.0,0.0,0.0,-0.04252743,0.37423578,-1.29945293,-0.07897769,0.49773358,-1.38066873,-0.06986832,0.90991686,-1.38066873,-0.0486046,0.90991686,-1.13702131,-0.03949097,0.76314159,-1.0558055,-0.02430017,0.57969122,-0.97458969,-0.30376919,4.23342994,-7.22716734,0.0,0.0,8.96421681,-2.88214372,8.45960315,-1.17902161,-26.33954303,2.76951424,92.28050459,46.87688694,0.0,4.95635613,11.16839602,-24.41861922,13.10256534,116.69835252,48.82927037,0.0,4.95635613
0.567,95.98158374,2.28853776,88.99555174,0.4649486,1.70061454,0.15365578,53.64276991,-10.30969666,0.0,58.78768564,1.02603867,0.0,0.0,0.0,53.64276991,-10.30969666,0.0,58.78768564,1.02603867,0.0,0.0,0.0,-0.04730764,0.38865028,-1.28621931,-0.08785502,0.51690487,-1.36660802,-0.07772172,0.94496428,-1.36660802,-0.0540679,0.94496428,-1.1254419,-0.04392988,0.79253564,-1.04505319,-0.02703159,0.60201928,-0.96466448,-0.33791375,4.39648965,-7.15356595,0.0,0.0,8.70541319,-2.88110601,8.24820507,-1.29826316,-26.41790848,2.66732674,92.1160538,46.89516349,0.0,4.95660899,10.83342385,-24.47394712,13.56559972,119.66949646,48.91223879,0.0,4.95660899
0.583,96.15287642,2.3691131,88.96167567,0.46484173,1.70038649,0.15390996,53.64111041,-10.30880073,0.0,58.78846737,1.02605232,0.0,0.0,0.0,53.64111041,-10.30880073,0.0,58.78846737,1.02605232,0.0,0.0,0.0,-0.05006733,0.39893104,-1.27482891,-0.09298004,0.53057828,-1.35450572,-0.08225562,0.96996092,-1.35450572,-0.05722195,0.96996092,-1.1154753,-0.04649253,0.81350017,-1.03579849,-0.02860847,0.61794418,-0.95612168,-0.35762595,4.51278768,-7.09021596,0.0,0.0,8.54105621,-2.81441337,8.07217765,-1.21391612,-26.47360964,2.67331399,91.8056037,46.92076369,0.0,4.95683176,10.51581752,-24.53223047,13.9187426,122.59914874,48.98858839,0.0,4.95683176
0.6,96.04949937,2.42099027,88.88980893,0.46486265,1.70041374,0.15419618,53.63391992,-10.30493992,0.0,58.79185252,1.0261114,0.0,0.0,0.0,53.63391992,-10.30493992,0.0,58.79185252,1.0261114,0.0,0.0,0.0,-0.0525471,0.37635524,-1.32736558,-0.09758522,0.50055246,-1.41032592,-0.08632963,0.91507012,-1.41032592,-0.06005608,0.91507012,-1.16144488,-0.04879524,0.7674636,-1.07848453,-0.03002541,0.58297426,-0.99552418,-0.37533868,4.25740571,-7.38240912,0.0,0.0,8.55769562,-2.40003831,8.44808418,-0.46199141,-26.50065168,3.50875784,91.14045298,47.10581075,0.0,4.95778646,9.81995533,-24.84606443,13.47319341,125.72862906,49.15659872,0.0,4.95778646
0.617,96.2634532,2.44671893,88.93600452,0.46473804,1.69992097,0.15436854,53.63242447,-10.30414355,0.0,58.79255641,1.02612369,0.0,0.0,0.0,53.63242447,-10.30414355,0.0,58.79255641,1.02612368,0.0,0.0,0.0,-0.05296621,0.39530958,-1.31020196,-0.09836355,0.52576174,-1.39208958,-0.08701818,0.96115571,-1.39208958,-0.06053508,0.96115571,-1.14642671,-0.04918442,0.8061153,-1.06453909,-0.03026489,0.61233454,-0.98265147,-0.37833233,4.47182103,-7.28695024,0.0,0.0,8.26643344,-2.43392651,8.15386136,-0.27160759,-26.60754756,3.42216468,90.7422954,47.12861848,0.0,4.95798205,9.81463695,-24.9138862,13.90947325,128.14793307,49.24165362,0.0,4.95798205
0.633,96.42722578,2.45748319,88.95127625,0.46463435,1.69956692,0.15449382,53.63097849,-10.30337535,0.0,58.79323693,1.02613556,0.0,0.0,0.0,53.63097849,-10.30337535,0.0,58.79323693,1.02613556,0.0,0.0,0.0,-0.05430241,0.40952127,-1.28922285,-0.100845,0.54466328,-1.36979928,-0.08921342,0.99571001,-1.36979928,-0.06206222,0.99571001,-1.12806999,-0.05042521,0.83509576,-1.04749356,-0.03102839,0.63434844,-0.96691714,-0.38787665,4.63258646,-7.17027071,0.0,0.0,8.04466807,-2.41443238,8.04611788,-0.13002007,-26.73201649,3.39755407,90.46611116,47.15771694,0.0,4.95817034,9.90258379,-25.03611992,14.21302661,130.32342954,49.31698413,0.0,4.95817034
0.65,96.42902994,2.46357569,88.92660928,0.46454564,1.69953841,0.15465142,53.62167772,-10.29846489,0.0,58.79761015,1.02621189,0.0,0.0,0.0,53.62167772,-10.29846489,0.0,58.79761015,1.02621189,0.0,0.0,0.0,-0.05665687,0.40403397,-1.28977576,-0.10521748,0.53736518,-1.37038675,-0.09308157,0.98236819,-1.37038675,-0.06475314,0.98236819,-1.12855379,-0.05261157,0.82390607,-1.04794281,-0.03237374,0.62584862,-0.96733182,-0.40469437,4.57051306,-7.17334585,0.0,0.0,7.87920895,-2.22442351,8.32875804,0.13106304,-26.78967296,3.72618794,90.18396993,47.3908625,0.0,4.95936581,9.92495432,-25.34081124,14.12023068,132.42597272,49.598799,0.0,4.95936581
0.667,96.54195113,2.46736128,88.97560778,0.46437477,1.69925909,0.15481293,53.61996719,-10.29757031,0.0,58.79841417,1.02622592,0.0,0.0,0.0,53.61996719,-10.29757031,0.0,58.79841416,1.02622592,0.0,0.0,0.0,-0.05820798,0.41336247,-1.26367488,-0.10809805,0.54977208,-1.34265456,-0.0956299,1.00504951,-1.34265456,-0.06652591,1.00504951,-1.10571552,-0.05405193,0.84292875,-1.02673584,-0.03326004,0.64029846,-0.94775616,-0.41577381,4.67603892,-7.02818059,0.0,0.0,7.5919399,-2.26839229,8.38690951,0.05765421,-26.87879202,3.62600911,90.11008312,47.42414778,0.0,4.95958187,10.32511196,-25.40725059,14.33899325,134.12302097,49.6754893,0.0,4.95958187
0.683,96.61010766,2.47692235,88.99609995,0.46416014,1.69909266,0.155042,53.61821039,-10.29665367,0.0,58.79923977,1.02624033,0.0,0.0,0.0,53.61821039,-10.29665367,0.0,58.79923977,1.02624033,0.0,0.0,0.0,-0.06015238,0.4164573,-1.235468,-0.11170898,0.55388821,-1.31268475,-0.09882434,1.01257428,-1.31268475,-0.06874815,1.01257428,-1.0810345,-0.0558575,0.84923973,-1.00381775,-0.03437107,0.64509236,-0.926601,-0.42966242,4.71104829,-6.87130239,0.0,0.0,7.28703815,-2.33226275,8.47879223,-0.01399102,-26.9636666,3.57309935,90.06965768,47.46305934,0.0,4.95980275,10.88191936,-25.4683461,14.51959536,135.69167027,49.75087676,0.0,4.95980275
0.7,96.63472335,2.49819972,88.99780245,0.4638684,1.69893985,0.15531392,53.61612927,-10.29557051,0.0,58.80021752,1.0262574,0.0,0.0,0.0,53.61612927,-10.29557051,0.0,58.80021751,1.0262574,0.0,0.0,0.0,-0.06168616,0.41433377,-1.20737502,-0.11455737,0.55106391,-1.28283596,-0.1013442,1.00741113,-1.28283596,-0.07050111,1.00741113,-1.05645314,-0.05728177,0.84490942,-0.9809922,-0.03524747,0.64180301,-0.90553127,-0.44061809,4.68702646,-6.71505765,0.0,0.0,6.94748979,-2.4406317,8.56366446,-0.05845812,-27.06054076,3.59605716,90.00032107,47.51574535,0.0,4.96006312,11.5596831,-25.5466373,14.7304328,137.11386677,49.83951558,0.0,4.96006312
0.717,96.68506676,2.53932702,89.00914534,0.46350986,1.69877649,0.15562737,53.61493193,-10.29494929,0.0,58.80078002,1.02626721,0.0,0.0,0.0,53.61493193,-10.29494929,0.0,58.80078002,1.02626721,0.0,0.0,0.0,-0.06450425,0.41362738,-1.18867906,-0.11979085,0.55012442,-1.2629715,-0.10597404,1.00569362,-1.2629715,-0.07372191,1.00569362,-1.04009418,-0.05989865,0.84346896,-0.96580174,-0.03685773,0.64070882,-0.89150929,-0.46074744,4.67903568,-6.61107633,0.0,0.0,6.59542146,-2.57412741,8.63472736,-0.0418258,-27.15480036,3.63876325,89.92043654,47.54808273,0.0,4.96021207,12.30990227,-25.56231507,14.87406878,138.40731783,49.8946869,0.0,4.96021207
0.733,96.72620307,2.59457369,88.96775451,0.46303909,1.69874756,0.15571853,53.61271821,-10.2938025,0.0,58.80181965,1.02628536,0.0,0.0,0.0,53.61271821,-10.2938025,0.0,58.80181964,1.02628536,0.0,0.0,0.0,-0.06448916,0.41169436,-1.16739608,-0.11976283,0.5475535,-1.24035834,-0.10594925,1.00099367,-1.24035834,-0.07370467,1.00099367,-1.02147157,-0.05988464,0.83952714,-0.94850932,-0.03684911,0.63771457,-0.87554706,-0.46063965,4.65716897,-6.49270678,0.0,0.0,6.15712404,-2.80723132,8.70884386,-0.05897832,-27.21528696,3.76267705,89.79817151,47.60962807,0.0,4.9604865,12.99183417,-25.77957806,15.28601276,139.66132031,50.00766884,0.0,4.9604865
0.75,96.76924872,2.66416419,88.95522432,0.46255979,1.69867001,0.15584726,53.60984117,-10.29231695,0.0,58.80317035,1.02630893,0.0,0.0,0.0,53.60984117,-10.29231695,0.0,58.80317034,1.02630893,0.0,0.0,0.0,-0.06509496,0.40981487,-1.14303869,-0.12088786,0.54505378,-1.21447861,-0.10694452,0.99642388,-1.21447861,-0.07439703,0.99642388,-1.00015885,-0.06044718,0.83569449,-0.92871894,-0.03719526,0.63480324,-0.85727902,-0.46496682,4.6359078,-6.35723829,0.0,0.0,5.69698231,-3.06815635,8.7633721,-0.11287556,-27.24390534,3.76651808,89.65477456,47.6770724,0.0,4.96084087,13.68018832,-25.91367236,15.59096288,140.67584164,50.12804992,0.0,4.96084087
0.767,96.81425376,2.70263854,88.98801287,0.46228835,1.69828962,0.15627508,53.60916753,-10.29197088,0.0,58.80348666,1.02631445,0.0,0.0,0.0,53.60916754,-10.29197088,0.0,58.80348666,1.02631445,0.0,0.0,0.0,-0.06868497,0.41324094,-1.13020897,-0.12755486,0.54961045,-1.20084703,-0.11284254,1.00475402,-1.20084703,-0.07850005,1.00475402,-0.98893285,-0.06378087,0.84268092,-0.91829479,-0.03924659,0.64011021,-0.84765673,-0.49060989,4.67466415,-6.28588324,0.0,0.0,5.37626731,-3.19544316,8.82474845,-0.10088784,-27.29150191,3.68796655,89.59847433,47.68722895,0.0,4.96092313,14.36840784,-25.8385383,15.52362302,141.55907405,50.14402888,0.0,4.96092313
0.783,96.88342742,2.74247757,88.91795439,0.46185592,1.69819187,0.15633088,53.59134006,-10.28859065,0.0,58.81056061,1.02643792,0.0,0.0,0.0,53.59134006,-10.28859065,0.0,58.81056061,1.02643792,0.0,0.0,0.0,-0.06752552,0.41850482,-1.07364963,-0.12540163,0.5566114,-1.14075273,-0.11093767,1.01755261,-1.14075273,-0.07717491,1.01755261,-0.93944343,-0.06270419,0.85341502,-0.87234032,-0.03858408,0.64826396,-0.80523722,-0.482328,4.73421017,-5.97131715,0.0,0.0,4.78964495,-3.65892663,8.58901188,-0.40918472,-27.15621755,3.12832449,89.68900779,47.83073903,0.0,4.96155564,15.02366969,-25.84080341,15.97714124,142.37468324,50.41810182,0.0,4.96155564
0.8,96.93705139,2.75461627,88.92383991,0.46170529,1.69808296,0.15648685,53.56769857,-10.28726644,0.0,58.81926811,1.02658989,0.0,0.0,0.0,53.56769857,-10.28726644,0.0,58.8192681,1.02658989,0.0,0.0,0.0,-0.06885758,0.42356223,-1.06792124,-0.12787541,0.56333776,-1.13466632,-0.11312611,1.0298492,-1.13466632,-0.07869732,1.0298492,-0.93443108,-0.06394115,0.8637281,-0.86768601,-0.03934522,0.65609789,-0.80094093,-0.49184278,4.79142065,-5.93945755,0.0,0.0,4.53558469,-3.80028075,8.67040777,-0.44928626,-27.10835142,3.00738783,89.69075207,47.83311122,0.0,4.96153216,15.44959073,-25.8495846,15.83392836,143.26544813,50.41887294,0.0,4.96153216
0.817,97.09301929,2.76174792,88.92990804,0.46153878,1.69769551,0.15646989,53.55129687,-10.28316209,0.0,58.82600784,1.02670752,0.0,0.0,0.0,53.55129687,-10.28316209,0.0,58.82600783,1.02670752,0.0,0.0,0.0,-0.06795944,0.4436149,-0.99476977,-0.12620747,0.59000781,-1.05694288,-0.11165056,1.07860526,-1.05694288,-0.07767084,1.07860526,-0.87042355,-0.06310713,0.9046195,-0.80825044,-0.03883202,0.68715948,-0.74607732,-0.48542745,5.01826044,-5.53261101,0.0,0.0,4.12595626,-4.34104693,8.22473628,-0.99666749,-27.00905483,2.0015496,89.95370412,47.93768349,0.0,4.96237745,16.24166086,-25.58921219,16.38622,143.84282584,50.67122661,0.0,4.96237745
0.833,97.14050897,2.75951645,88.93643887,0.46151144,1.69759552,0.15653513,53.53772587,-10.28218063,0.0,58.83105944,1.02679569,0.0,0.0,0.0,53.53772587,-10.28218063,0.0,58.83105944,1.02679569,0.0,0.0,0.0,-0.06948662,0.44884948,-0.98433454,-0.12904361,0.5969698,-1.04585544,-0.11415957,1.09133262,-1.04585544,-0.07941626,1.09133262,-0.86129272,-0.06452528,0.91529385,-0.79977181,-0.03970466,0.69526784,-0.7382509,-0.496336,5.07747504,-5.47457339,0.0,0.0,3.99215062,-4.46504293,8.28564467,-1.04474127,-26.96318008,1.82021848,89.98906283,47.94909613,0.0,4.9624263,16.71116726,-25.55822454,16.34794072,144.58301923,50.69611888,0.0,4.9624263
0.85,97.29762144,2.75125805,88.9510829,0.46156992,1.69726552,0.1565576,53.53160678,-10.27891647,0.0,58.83394479,1.02684605,0.0,0.0,0.0,53.53160678,-10.27891647,0.0,58.83394479,1.02684605,0.0,0.0,0.0,-0.06890445,0.46789281,-0.90732572,-0.12796245,0.62229743,-0.96403357,-0.11320312,1.13763457,-0.96403357,-0.07875089,1.13763457,-0.79391,-0.06398467,0.95412701,-0.73720214,-0.039372,0.72476596,-0.68049429,-0.49217757,5.29289699,-5.04627344,0.0,0.0,3.94351143,-4.85468409,7.77346644,-1.55939595,-26.85625853,0.76155511,90.22746106,48.02425063,0.0,4.96321458,17.72430451,-25.32003417,17.0354907,144.9510296,50.93064764,0.0,4.96321458
0.867,97.40390205,2.76164491,88.8735956,0.46157218,1.69715888,0.15657042,53.49894431,-10.27203617,0.0,58.8471006,1.02707566,0.0,0.0,0.0,53.49894431,-10.27203617,0.0,58.84710059,1.02707566,0.0,0.0,0.0,-0.07062298,0.47914118,-0.84655798,-0.13115393,0.63725778,-0.89946786,-0.11602649,1.16498388,-0.89946786,-0.080715,1.16498388,-0.74073824,-0.0655805,0.9770647,-0.68782836,-0.04035397,0.7421897,-0.63491849,-0.50445286,5.42014091,-4.70830154,0.0,0.0,3.93389939,-4.91281361,7.46614544,-1.76935696,-26.80470806,0.18199096,90.27846327,48.14064005,0.0,4.96452855,18.52477712,-25.13670938,17.34983894,145.2906952,51.12497543,0.0,4.96452855
0.883,97.47603099,2.76685794,88.81824469,0.46165319,1.69705354,0.15660091,53.32069027,-10.22412083,0.0,58.92566917,1.02844694,0.0,0.0,0.0,53.32069027,-10.22412083,0.0,58.92566916,1.02844694,0.0,0.0,0.0,-0.07111159,0.48644642,-0.79481789,-0.13206133,0.64697374,-0.84449401,-0.11682923,1.18274583,-0.84449401,-0.08127343,1.18274583,-0.69546566,-0.06603422,0.99196154,-0.64578954,-0.04063316,0.75350551,-0.59611342,-0.50794296,5.50277921,-4.42053867,0.0,0.0,4.02474028,-4.95682811,7.24563795,-1.88664541,-26.7810063,-0.28119664,90.25496389,47.76402074,0.0,4.97238049,19.27701175,-24.99735964,17.73895142,145.57581885,50.49421816,0.0,4.97238049
0.9,97.57264615,2.77286492,88.7556626,0.46160696,1.6969213,0.15653598,53.15331083,-10.18367367,0.0,58.99875504,1.02972253,0.0,0.0,0.0,53.15331083,-10.18367367,0.0,58.99875504,1.02972253,0.0,0.0,0.0,-0.06848942,0.49574055,-0.73757878,-0.12719171,0.65933493,-0.78367746,-0.11252128,1.20534357,-0.78367746,-0.07827656,1.20534357,-0.64538144,-0.06359928,1.01091413,-0.59928276,-0.03913486,0.76790211,-0.55318409,-0.48921311,5.60791626,-4.10219192,0.0,0.0,3.89291083,-4.96177061,6.81021147,-2.0546098,-26.79330982,-0.62916943,90.348005,47.38733198,0.0,4.97871249,19.91745401,-24.78911075,18.41636131,145.76337736,49.91366287,0.0,4.97871249
0.917,97.48493288,2.77318904,88.80535117,0.46176026,1.6970331,0.15664573,52.99215859,-10.15556012,0.0,59.06448723,1.03086977,0.0,0.0,0.0,52.99215859,-10.15556012,0.0,59.06448723,1.03086977,0.0,0.0,0.0,-0.07020355,0.48389433,-0.76369083,-0.13037501,0.64357946,-0.81142151,-0.11533741,1.17654067,-0.81142151,-0.08023563,1.17654067,-0.66822948,-0.06519101,0.98675731,-0.6204988,-0.04011431,0.74955231,-0.57276812,-0.50145692,5.47390942,-4.24741928,0.0,0.0,4.18690834,-4.99776861,7.14640415,-1.8089185,-26.7800038,-0.31532549,90.27475661,47.33516164,0.0,4.98309261,20.06929041,-24.89751367,18.08437065,146.25920354,49.6739952,0.0,4.98309261
0.933,97.48913265,2.77265494,88.80307553,0.46185492,1.69701919,0.15676563,52.854074,-10.12925718,0.0,59.1218627,1.03187116,0.0,0.0,0.0,52.854074,-10.12925718,0.0,59.1218627,1.03187116,0.0,0.0,0.0,-0.07109877,0.48313759,-0.74755372,-0.13203753,0.642573,-0.79427583,-0.11680817,1.17470074,-0.79427583,-0.08125879,1.17470074,-0.65410951,-0.06602232,0.98521418,-0.6073874,-0.04062584,0.74838013,-0.56066529,-0.50785142,5.46534906,-4.15766955,0.0,0.0,4.28405002,-4.9933376,7.18239245,-1.83628532,-26.83488388,-0.37590085,90.3413122,47.23396839,0.0,4.98706752,20.31285676,-24.91604777,18.27495051,146.60922686,49.45718904,0.0,4.98706752
0.95,97.50993848,2.78974349,88.81162215,0.46188562,1.696995,0.1567877,52.73690571,-10.10978533,0.0,59.1698737,1.03270911,0.0,0.0,0.0,52.73690571,-10.10978533,0.0,59.1698737,1.03270911,0.0,0.0,0.0,-0.07216327,0.48274174,-0.72246551,-0.13401441,0.64204651,-0.7676196,-0.11855704,1.17373826,-0.7676196,-0.0824754,1.17373826,-0.63215732,-0.06701081,0.98440695,-0.58700323,-0.04123409,0.74776695,-0.54184913,-0.51545503,5.46087106,-4.01813642,0.0,0.0,4.2623029,-5.00507631,7.17585479,-2.03331945,-26.93152935,-0.48882926,90.48026609,47.1710686,0.0,4.98981465,20.56916316,-24.92771227,18.62366649,146.9180762,49.35251127,0.0,4.98981465
0.967,97.61663002,2.80114222,88.78169826,0.46181531,1.69689451,0.15685884,52.63726307,-10.09513479,0.0,59.21041277,1.03341665,0.0,0.0,0.0,52.63726307,-10.09513479,0.0,59.21041277,1.03341665,0.0,0.0,0.0,-0.07371335,0.49198025,-0.67558564,-0.13689306,0.65433373,-0.71780974,-0.12110366,1.19620078,-0.71780974,-0.08424699,1.19620078,-0.59113744,-0.06845022,1.00324613,-0.54891333,-0.04211981,0.76207741,-0.50668923,-0.52652708,5.565379,-3.75740467,0.0,0.0,4.11706616,-5.01799542,7.0197923,-2.41052555,-27.03958483,-0.83565186,90.69363651,47.00016344,0.0,4.99169953,20.91066458,-24.84257372,19.19621621,147.05717807,49.17175679,0.0,4.99169953
0.983,97.51842497,2.79903757,88.83375081,0.46171751,1.69693535,0.15701339,52.50191696,-10.07987347,0.0,59.26302371,1.03433489,0.0,0.0,0.0,52.50191697,-10.07987347,0.0,59.26302371,1.03433489,0.0,0.0,0.0,-0.07448537,0.47465082,-0.70617642,-0.13832679,0.63128559,-0.75031244,-0.12237202,1.15406601,-0.75031244,-0.08512933,1.15406601,-0.61790436,-0.06916712,0.96790795,-0.57376834,-0.04256094,0.73523412,-0.52963231,-0.53204158,5.36934502,-3.92754138,0.0,0.0,4.05595496,-4.98540139,7.33981484,-2.39721869,-27.0538361,-0.56251164,90.6667071,47.00782587,0.0,4.9934877,20.90464718,-25.0054977,19.01392806,147.32558249,49.14322762,0.0,4.9934877
1.0,97.51039235,2.79772439,88.8151283,0.46148351,1.69695086,0.15709195,52.3858806,-10.06761012,0.0,59.30828854,1.03512491,0.0,0.0,0.0,52.3858806,-10.06761012,0.0,59.30828854,1.03512491,0.0,0.0,0.0,-0.07561137,0.46764398,-0.70237537,-0.14041787,0.6219665,-0.74627383,-0.12422192,1.13702958,-0.74627383,-0.08641623,1.13702958,-0.61457845,-0.07021272,0.95361961,-0.57067999,-0.04320434,0.72438053,-0.52678153,-0.54008444,5.29008227,-3.9064011,0.0,0.0,3.94363674,-4.97256417,7.39564725,-2.53110853,-27.05965997,-0.52081803,90.663959,46.94678055,0.0,4.99482464,20.99601082,-24.98139654,19.05377066,147.42175154,49.06454232,0.0,4.99482464
1.017,97.62034028,2.78906662,88.75935318,0.46106452,1.69685068,0.15710792,52.31572817,-10.05923527,0.0,59.33729951,1.03563125,0.0,0.0,0.0,52.31572817,-10.05923527,0.0,59.33729951,1.03563125,0.0,0.0,0.0,-0.07470726,0.47390236,-0.67073948,-0.13873886,0.63029014,-0.71266069,-0.12273657,1.1522462,-0.71266069,-0.08538293,1.1522462,-0.58689704,-0.06937317,0.96638169,-0.54497583,-0.04268773,0.73407476,-0.50305461,-0.53362652,5.36087828,-3.73045175,0.0,0.0,3.65311253,-4.93874279,7.04721459,-2.65673333,-27.04126466,-0.73475402,90.51659422,46.80848848,0.0,4.99567609,21.22637476,-24.81272876,19.54300699,147.41795549,48.91118956,0.0,4.99567609
1.033,97.61772697,2.77281581,88.70678991,0.46062296,1.6969365,0.15716866,52.23310407,-10.05171089,0.0,59.36977527,1.03619805,0.0,0.0,0.0,52.23310407,-10.05171089,0.0,59.36977527,1.03619805,0.0,0.0,0.0,-0.07286663,0.46493655,-0.65265073,-0.13532063,0.61836561,-0.6934414,-0.11971259,1.13044673,-0.6934414,-0.08327928,1.13044673,-0.57106939,-0.06766396,0.94809862,-0.53027872,-0.04163599,0.72018672,-0.48948805,-0.52047908,5.25945527,-3.62984757,0.0,0.0,3.45562409,-4.89596928,6.72859107,-2.45229514,-26.87218295,-0.70483265,90.12633123,46.67744744,0.0,4.99637814,21.34159726,-24.68865199,19.70357559,147.43407265,48.70048397,0.0,4.99637814
1.05,97.6187886,2.75876424,88.69355872,0.46011881,1.69701214,0.15726601,52.1527221,-10.04470753,0.0,59.40124492,1.0367473,0.0,0.0,0.0,52.1527221,-10.04470753,0.0,59.40124491,1.0367473,0.0,0.0,0.0,-0.07147832,0.45644414,-0.6401442,-0.13274239,0.6070707,-0.68015321,-0.11743173,1.10979827,-0.68015321,-0.08169257,1.10979827,-0.56012618,-0.06637477,0.93078088,-0.52011716,-0.04084271,0.70703197,-0.48010815,-0.51056248,5.16338736,-3.56029001,0.0,0.0,3.29327445,-4.84529899,6.36477217,-2.02094962,-26.59207459,-0.57999595,89.52295045,46.57245403,0.0,4.99702254,21.45974616,-24.57793099,19.91427692,147.44893658,48.50827719,0.0,4.99702254
1.067,97.13479282,2.79387654,88.85370751,0.45964352,1.69750525,0.15745794,52.02900068,-10.03668858,0.0,59.44658363,1.03753861,0.0,0.0,0.0,52.02900068,-10.03668858,0.0,59.44658363,1.03753861,0.0,0.0,0.0,-0.07599564,0.38536931,-0.75317777,-0.14113151,0.51254118,-0.80025138,-0.12485324,0.93698694,-0.80025138,-0.08685542,0.93698694,-0.65903055,-0.07056955,0.7858451,-0.61195694,-0.04342391,0.59693706,-0.56488333,-0.54282928,4.3593747,-4.18894881,0.0,0.0,3.34236715,-4.50055248,6.85357574,-0.82003927,-26.01758404,0.5918962,88.40329368,46.80053722,0.0,4.99771291,21.11065992,-25.11956976,19.19969493,147.79344425,48.47318305,0.0,4.99771291
1.083,97.2418045,2.80985326,88.85348719,0.4592548,1.69735564,0.15744903,51.97374315,-10.032683,0.0,59.46816724,1.03791532,0.0,0.0,0.0,51.97374315,-10.032683,0.0,59.46816724,1.03791532,0.0,0.0,0.0,-0.07672139,0.3956732,-0.70768242,-0.14247929,0.52624536,-0.75191257,-0.12604557,0.96203982,-0.75191257,-0.08768487,0.96203982,-0.61922212,-0.07124348,0.80685679,-0.57499197,-0.0438386,0.61289779,-0.53076182,-0.54801319,4.4759344,-3.93591733,0.0,0.0,3.15058994,-4.47387054,6.31151409,-0.69736666,-25.8774677,0.37713223,88.10946913,46.68312414,0.0,4.99802645,21.40048138,-24.85635688,19.50731913,147.70239502,48.32576252,0.0,4.99802645
1.1,97.17521992,2.79445366,88.79837311,0.45910933,1.69756323,0.15754673,51.93540581,-10.0288423,0.0,59.48487865,1.03820699,0.0,0.0,0.0,51.93540581,-10.0288423,0.0,59.48487865,1.03820699,0.0,0.0,0.0,-0.07612163,0.38758836,-0.69422754,-0.14136547,0.51549252,-0.73761676,-0.12506022,0.94238234,-0.73761676,-0.08699941,0.94238234,-0.60744909,-0.07068654,0.79037019,-0.56405987,-0.0434959,0.60037437,-0.52067065,-0.54372916,4.38447707,-3.86108528,0.0,0.0,3.44828185,-4.35660778,6.36904821,-0.49491115,-25.67435126,0.4037646,87.90995987,46.70174299,0.0,4.99833645,21.44719553,-24.93450401,19.65446728,147.78909641,48.25165812,0.0,4.99833645
