time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,Abs_r3,Abs_r2,Abs_r1,Abs_t1,Abs_t2,neck_flexion,neck_bending,neck_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
3.067,95.36678179,2.15766019,89.09579039,0.46245643,1.70144105,0.15286606,50.19463979,-10.00000042,0.0,59.98576244,1.04694906,0.0,0.0,0.0,50.19463979,-10.00000042,0.0,59.98576244,1.04694906,0.0,0.0,0.0,-0.0353547,0.41490333,-2.03403431,-0.06565722,0.55182143,-2.16116146,-0.05808424,1.00879597,-2.16116146,-0.04040689,1.00879597,-1.77978002,-0.03283038,0.84607088,-1.65265288,-0.02020168,0.64268526,-1.52552573,-0.2525351,4.6934695,-11.31268863,0.0,0.0,10.86439642,0.80902014,8.76429922,2.0925228,-26.71159694,8.68102392,91.25265491,47.91644456,0.0,5.00000014,40.75956772,-14.72592317,22.66722027,39.4570199,46.05458497,0.0,5.00000014
3.083,95.36566069,2.16060698,89.10872713,0.46249218,1.70141856,0.15293782,50.19429752,-10.00000042,0.0,59.98581723,1.04695002,0.0,0.0,0.0,50.19429752,-10.00000042,0.0,59.98581723,1.04695002,0.0,0.0,0.0,-0.03452092,0.41229141,-2.02680843,-0.0641088,0.54834758,-2.15348396,-0.05671442,1.00244534,-2.15348396,-0.03945396,1.00244534,-1.77345738,-0.03205613,0.84074464,-1.64678185,-0.01972525,0.63863939,-1.52010632,-0.24657948,4.66392289,-11.27250046,0.0,0.0,10.92773886,0.83627098,8.94317493,2.09518504,-26.80372339,8.67424558,91.33595811,47.92256007,0.0,5.00000014,40.79823419,-14.65218789,22.60778681,39.37284847,46.03394732,0.0,5.00000014
3.1,95.38563705,2.18880266,89.08544612,0.46239957,1.70132004,0.1528773,50.19394513,-10.00000041,0.0,59.98587509,1.04695103,0.0,0.0,0.0,50.19394513,-10.00000041,0.0,59.98587509,1.04695103,0.0,0.0,0.0,-0.03572592,0.41492363,-2.02077736,-0.06634661,0.55184843,-2.14707595,-0.05869412,1.00884532,-2.14707595,-0.04083116,1.00884532,-1.76818019,-0.03317509,0.84611227,-1.64188161,-0.02041379,0.64271671,-1.51558302,-0.25518671,4.69369913,-11.23895747,0.0,0.0,10.96722926,0.80536527,9.15408044,2.11443231,-26.89015354,8.69068088,91.39086878,47.93988778,0.0,5.00000014,40.81693924,-14.57597279,22.58803482,39.17919907,46.0146788,0.0,5.00000014
3.117,95.42060548,2.18643786,89.07695418,0.46235532,1.7013168,0.15281223,50.19328718,-10.00000041,0.0,59.98597686,1.0469528,0.0,0.0,0.0,50.19328718,-10.00000041,0.0,59.98597686,1.0469528,0.0,0.0,0.0,-0.03184158,0.41879665,-2.01837376,-0.05913299,0.55699954,-2.14452212,-0.05231253,1.01826216,-2.14452212,-0.03639174,1.01826216,-1.76607704,-0.02956809,0.85401012,-1.63992868,-0.01819428,0.648716,-1.51378032,-0.22744121,4.73751141,-11.22558932,0.0,0.0,11.04215911,0.69660611,9.34476285,2.15536433,-26.86938315,8.73093447,91.40354379,47.9409163,0.0,5.00000014,40.83592608,-14.50410212,22.52002388,39.08193697,45.99712845,0.0,5.00000014
3.133,95.51646159,2.20690987,89.05077727,0.46223118,1.70117213,0.15272994,50.19271199,-10.0000004,0.0,59.98606149,1.04695428,0.0,0.0,0.0,50.19271199,-10.0000004,0.0,59.98606149,1.04695428,0.0,0.0,0.0,-0.0324566,0.43292546,-2.02648302,-0.06027516,0.57579086,-2.15313821,-0.05332295,1.05261495,-2.15313821,-0.03709465,1.05261495,-1.77317264,-0.0301392,0.88282159,-1.64651745,-0.0185457,0.67060153,-1.51986226,-0.23183427,4.89733934,-11.2706906,0.0,0.0,11.12510302,0.44489469,9.57931845,2.22915245,-26.87509371,8.71854827,91.34913039,47.97742682,0.0,5.00000014,40.87521958,-14.49134421,22.60389012,38.89235364,45.98908531,0.0,5.00000014
3.15,95.59438172,2.21119034,89.04230576,0.46212082,1.70100815,0.15270337,50.1921769,-10.0000004,0.0,59.98613557,1.04695557,0.0,0.0,0.0,50.1921769,-10.0000004,0.0,59.98613557,1.04695557,0.0,0.0,0.0,-0.03127497,0.44572419,-2.04080391,-0.05808074,0.59281317,-2.16835415,-0.05138164,1.0837338,-2.16835415,-0.03574416,1.0837338,-1.78570342,-0.02904193,0.90892077,-1.65815318,-0.01787052,0.69042677,-1.53060293,-0.22339395,5.04212118,-11.3503391,0.0,0.0,11.21070613,0.21702261,9.8344124,2.27618503,-26.81309169,8.63206043,91.30098187,48.04045173,0.0,5.00000014,40.86316543,-14.52461652,22.75948122,38.88962712,45.9865085,0.0,5.00000014
3.167,95.60663764,2.23128784,89.01273485,0.46192248,1.70096474,0.15270862,50.19111022,-10.00000039,0.0,59.98627568,1.04695802,0.0,0.0,0.0,50.19111022,-10.00000039,0.0,59.98627568,1.04695802,0.0,0.0,0.0,-0.03123492,0.44967891,-2.05342069,-0.05800637,0.59807295,-2.18175948,-0.05131585,1.09334929,-2.18175948,-0.03569839,1.09334929,-1.7967431,-0.02900475,0.91698523,-1.66840431,-0.01784763,0.69655263,-1.54006552,-0.22310792,5.08685773,-11.42050984,0.0,0.0,11.25676155,0.14285343,10.05829134,2.31257308,-26.69301767,8.54674656,91.20277315,48.03706276,0.0,5.00000014,40.76292091,-14.54209038,22.64621803,38.99876873,45.97846364,0.0,5.00000014
3.183,95.66041357,2.25467643,89.03845217,0.46166196,1.70087348,0.15275732,50.19020355,-10.00000038,0.0,59.98640212,1.04696022,0.0,0.0,0.0,50.19020355,-10.00000038,0.0,59.98640212,1.04696022,0.0,0.0,0.0,-0.03122573,0.46008015,-2.08272652,-0.05798931,0.6119066,-2.21289693,-0.05130076,1.11863888,-2.21289693,-0.03568789,1.11863888,-1.82238571,-0.02899622,0.93819544,-1.6922153,-0.01784238,0.71266415,-1.56204489,-0.22304229,5.20451867,-11.5835001,0.0,0.0,11.25156162,-0.00604493,10.34525331,2.42778379,-26.61848967,8.58373603,91.02383749,48.11164417,0.0,5.00000014,40.68708562,-14.65101328,22.85944069,39.07604621,45.98423912,0.0,5.00000014
3.2,95.61349872,2.28463042,89.01108847,0.46147906,1.70099896,0.15286332,50.18907498,-10.00000038,0.0,59.98654659,1.04696274,0.0,0.0,0.0,50.18907498,-10.00000038,0.0,59.98654659,1.04696274,0.0,0.0,0.0,-0.03193665,0.4560801,-2.09072534,-0.05930955,0.60658653,-2.22139567,-0.05246872,1.10891315,-2.22139567,-0.03650039,1.10891315,-1.82938467,-0.02965637,0.93003854,-1.69871434,-0.0182486,0.70646807,-1.568044,-0.22812028,5.15926929,-11.62798711,0.0,0.0,11.34674583,-0.00333736,10.46389958,2.46905478,-26.50299739,8.55133711,90.93369668,48.10024876,0.0,5.00000014,40.5815651,-14.67017114,22.63431234,39.19635861,45.97059952,0.0,5.00000014
3.217,95.56798482,2.32144702,89.0068995,0.46130453,1.70117635,0.15294962,50.18861675,-10.00000038,0.0,59.98660249,1.04696372,0.0,0.0,0.0,50.18861675,-10.00000038,0.0,59.98660249,1.04696372,0.0,0.0,0.0,-0.03169154,0.45205353,-2.09687931,-0.05885437,0.6012312,-2.22793427,-0.05206604,1.09912296,-2.22793427,-0.03622027,1.09912296,-1.8347694,-0.02942877,0.92182756,-1.70371444,-0.01810855,0.70023092,-1.57265948,-0.22636953,5.11371996,-11.66221368,0.0,0.0,11.46252827,-0.00962584,10.54338834,2.5166053,-26.42959499,8.60386422,90.89287759,48.11313625,0.0,5.00000014,40.54679015,-14.67307607,22.54656667,39.1710805,45.96582794,0.0,5.00000014
3.233,95.32136197,2.3964348,89.05386798,0.46106111,1.70146673,0.15314209,50.1877845,-10.00000037,0.0,59.98671468,1.04696568,0.0,0.0,0.0,50.1877845,-10.00000037,0.0,59.98671468,1.04696568,0.0,0.0,0.0,-0.03213051,0.42103527,-2.13654849,-0.05966957,0.55997691,-2.27008277,-0.05278722,1.02370515,-2.27008277,-0.03672196,1.02370515,-1.86947993,-0.02983639,0.85857512,-1.73594565,-0.01835937,0.65218363,-1.60241136,-0.22950504,4.76283517,-11.88284172,0.0,0.0,11.47423571,0.06196132,10.74553966,2.80015105,-26.26233467,9.03776896,90.61289531,48.219277,0.0,5.00000014,40.5099004,-14.81733741,22.2379103,39.01304376,45.90348831,0.0,5.00000014
3.25,95.26905049,2.43816606,89.05668199,0.46101276,1.70173807,0.15326914,50.1871768,-10.00000037,0.0,59.98678852,1.04696697,0.0,0.0,0.0,50.1871768,-10.00000037,0.0,59.98678852,1.04696697,0.0,0.0,0.0,-0.0333561,0.41456803,-2.14050555,-0.06194561,0.55137549,-2.27428715,-0.05480073,1.00798072,-2.27428715,-0.03812268,1.00798072,-1.87294236,-0.03097447,0.84538714,-1.73916076,-0.01905967,0.64216589,-1.60537916,-0.23825926,4.68967652,-11.90484973,0.0,0.0,11.73217808,0.05936125,10.80930094,2.83073453,-26.20152957,9.08446925,90.62587233,48.23758499,0.0,5.00000014,40.53387755,-14.83629347,22.06928205,38.99787222,45.89098291,0.0,5.00000014
3.267,95.17695737,2.48701652,89.0551096,0.46096353,1.70186501,0.15332416,50.1866114,-10.00000038,0.0,59.98685602,1.04696815,0.0,0.0,0.0,50.1866114,-10.00000038,0.0,59.98685602,1.04696815,0.0,0.0,0.0,-0.03423271,0.40398213,-2.14723361,-0.06357356,0.53729623,-2.28143571,-0.05624091,0.98224215,-2.28143571,-0.03912456,0.98224215,-1.87882941,-0.03178849,0.82380036,-1.74462731,-0.01956057,0.62576832,-1.61042521,-0.24452079,4.56992664,-11.94226919,0.0,0.0,12.04644206,0.07259921,10.88490614,2.88510287,-26.1592638,9.17347547,90.63391144,48.26402137,0.0,5.00000014,40.55322845,-14.81745339,21.91178019,38.91417802,45.87842242,0.0,5.00000014
3.283,95.0057935,2.52791178,89.09140329,0.46088441,1.7021343,0.1534301,50.18591994,-10.00000037,0.0,59.9869519,1.04696982,0.0,0.0,0.0,50.18591994,-10.00000037,0.0,59.9869519,1.04696982,0.0,0.0,0.0,-0.03082999,0.37707071,-2.16618968,-0.05725437,0.50150404,-2.30157654,-0.05065058,0.91680972,-2.30157654,-0.03523559,0.91680972,-1.89541597,-0.02862872,0.76892259,-1.76002912,-0.01761625,0.58408253,-1.62464226,-0.2202155,4.26549926,-12.04769717,0.0,0.0,12.18538846,0.29520421,10.9732629,3.05507894,-26.08978777,9.53904509,90.37974384,48.35672575,0.0,5.00000014,40.61057827,-14.88601429,21.66791404,38.74941395,45.81579713,0.0,5.00000014
3.3,94.99279889,2.57258081,89.0899223,0.46085478,1.70214933,0.15346819,50.18522858,-10.00000037,0.0,59.9870383,1.04697133,0.0,0.0,0.0,50.18522858,-10.00000037,0.0,59.9870383,1.04697133,0.0,0.0,0.0,-0.03384812,0.37276137,-2.1712695,-0.06285935,0.49577262,-2.30697384,-0.05560908,0.90633199,-2.30697384,-0.03868502,0.90633199,-1.89986081,-0.03143137,0.76013498,-1.76415647,-0.01934082,0.57740736,-1.62845212,-0.24177376,4.21675114,-12.07594956,0.0,0.0,12.50925018,0.41587262,11.12548317,3.07086671,-26.07891907,9.61028268,90.33209209,48.37864959,0.0,5.00000014,40.63143207,-14.87980236,21.59074047,38.73865502,45.81044885,0.0,5.00000014
3.317,95.02396482,2.61735462,89.10112898,0.46075196,1.70219573,0.15347251,50.18436871,-10.00000036,0.0,59.98717387,1.04697369,0.0,0.0,0.0,50.18436871,-10.00000036,0.0,59.98717387,1.04697369,0.0,0.0,0.0,-0.03421806,0.36971875,-2.19471525,-0.06354636,0.49172594,-2.33188496,-0.05621685,0.89893418,-2.33188496,-0.03910782,0.89893418,-1.92037585,-0.03177489,0.75393048,-1.78320614,-0.0195522,0.57269435,-1.64603644,-0.24441619,4.18233249,-12.20634782,0.0,0.0,12.77246834,0.85768827,11.33925549,3.25360575,-26.10290554,9.96096686,90.02915022,48.44292027,0.0,5.00000014,40.69181361,-15.0511625,22.0826076,38.61872285,45.83428148,0.0,5.00000014
3.333,94.99480127,2.64419235,89.09619394,0.46077165,1.70220276,0.15352415,50.18313127,-10.00000035,0.0,59.98733626,1.04697653,0.0,0.0,0.0,50.18313127,-10.00000035,0.0,59.98733626,1.04697653,0.0,0.0,0.0,-0.03382224,0.36177465,-2.19783722,-0.06281129,0.48116028,-2.33520205,-0.05556656,0.87961888,-2.33520205,-0.03865544,0.87961888,-1.92310757,-0.03140734,0.73773086,-1.78574274,-0.01932603,0.56038893,-1.64837792,-0.2415889,4.09246715,-12.22371127,0.0,0.0,13.2761978,0.93364342,11.4948695,3.24855101,-26.00139422,9.9191994,89.94806164,48.42067868,0.0,5.00000014,40.57976386,-15.03662219,21.89336818,38.75974782,45.82785263,0.0,5.00000014
3.35,94.95458619,2.69497693,89.08057699,0.46070099,1.70226346,0.15346889,50.18261976,-10.00000035,0.0,59.98740877,1.04697779,0.0,0.0,0.0,50.18261976,-10.00000035,0.0,59.98740877,1.04697779,0.0,0.0,0.0,-0.02986133,0.35292926,-2.20723913,-0.05545548,0.46939592,-2.34519158,-0.04905918,0.85811221,-2.34519158,-0.03412851,0.85811221,-1.93133424,-0.02772923,0.71969336,-1.79338179,-0.01706276,0.54668743,-1.65542935,-0.2132965,3.99240642,-12.27600187,0.0,0.0,13.50030791,1.1771706,11.81308837,3.28024321,-26.01443136,10.13375048,89.87029351,48.45210396,0.0,5.00000014,40.57305931,-15.11261034,22.10085246,38.60540314,45.85022806,0.0,5.00000014
3.367,94.91871746,2.76938269,89.07933498,0.46067276,1.70243772,0.15347979,50.18170679,-10.00000035,0.0,59.98752734,1.04697986,0.0,0.0,0.0,50.18170679,-10.00000035,0.0,59.98752734,1.04697986,0.0,0.0,0.0,-0.03092182,0.34287219,-2.21319339,-0.05742492,0.45602002,-2.35151798,-0.05080147,0.83365945,-2.35151798,-0.03534055,0.83365945,-1.93654421,-0.02871401,0.69918497,-1.79821963,-0.01766873,0.53110903,-1.65989504,-0.2208715,3.87863881,-12.30911767,0.0,0.0,13.94680373,1.23320751,11.9833622,3.29348967,-25.93602348,10.20674057,89.78773986,48.45830106,0.0,5.00000014,40.49275762,-15.17980697,22.03674425,38.63315929,45.8533012,0.0,5.00000014
3.383,94.81617696,2.87045646,89.07765317,0.46055138,1.702616,0.15349395,50.18105151,-10.00000034,0.0,59.98762194,1.04698151,0.0,0.0,0.0,50.18105151,-10.00000034,0.0,59.98762194,1.04698151,0.0,0.0,0.0,-0.03208967,0.32582661,-2.22614209,-0.05959372,0.43334939,-2.36527597,-0.05272012,0.79221481,-2.36527597,-0.03667528,0.79221481,-1.94787433,-0.02979847,0.66442561,-1.80874045,-0.01833604,0.50470541,-1.66960657,-0.22921329,3.68581573,-12.38113446,0.0,0.0,14.20553359,1.26466405,12.25797885,3.39865737,-25.87767434,10.44001955,89.65967938,48.47464813,0.0,5.00000014,40.41327676,-15.31428312,22.07727452,38.55094743,45.85353421,0.0,5.00000014
3.4,94.72163598,2.95318077,89.09435221,0.46039656,1.702802,0.1535142,50.17987411,-10.00000034,0.0,59.98778157,1.0469843,0.0,0.0,0.0,50.17987411,-10.00000034,0.0,59.98778157,1.0469843,0.0,0.0,0.0,-0.02978095,0.30973124,-2.2431815,-0.05530619,0.41194255,-2.38338034,-0.04892712,0.75308054,-2.38338034,-0.03403664,0.75308054,-1.96278381,-0.02765459,0.63160394,-1.82258497,-0.01701683,0.47977369,-1.68238612,-0.21272232,3.50374174,-12.47590254,0.0,0.0,14.43343817,1.1935638,12.50788493,3.53260092,-25.76916337,10.70773514,89.45889555,48.53149535,0.0,5.00000014,40.24734284,-15.47088108,22.02112527,38.63175774,45.84007763,0.0,5.00000014
3.417,94.70204233,3.02965479,89.12059797,0.46027132,1.70282385,0.15352462,50.17880447,-10.00000033,0.0,59.98792235,1.04698676,0.0,0.0,0.0,50.17880447,-10.00000033,0.0,59.98792235,1.04698676,0.0,0.0,0.0,-0.02895593,0.30366525,-2.23752899,-0.05377406,0.40387479,-2.37737455,-0.0475717,0.7383317,-2.37737455,-0.03309373,0.7383317,-1.95783787,-0.02688848,0.61923418,-1.8179923,-0.01654542,0.47037748,-1.67814674,-0.20682932,3.43512208,-12.44446498,0.0,0.0,14.71747152,1.14115665,12.55125473,3.52790585,-25.68159911,10.65745679,89.3848514,48.50474522,0.0,5.00000014,40.05145976,-15.44322888,21.79537549,38.82320557,45.82515971,0.0,5.00000014
3.433,94.70757415,3.10080484,89.16546844,0.46006378,1.70283824,0.15353804,50.17803827,-10.00000033,0.0,59.98802592,1.04698856,0.0,0.0,0.0,50.17803827,-10.00000033,0.0,59.98802592,1.04698856,0.0,0.0,0.0,-0.02657815,0.29927066,-2.22697932,-0.04935829,0.39802997,-2.36616553,-0.04366525,0.72764668,-2.36616553,-0.03037617,0.72764668,-1.9486069,-0.02468047,0.61027272,-1.8094207,-0.01518676,0.46357025,-1.67023449,-0.1898451,3.38540953,-12.38579088,0.0,0.0,14.85105302,1.1142947,12.53464432,3.52385837,-25.61739809,10.60029359,89.26856501,48.46813194,0.0,5.00000014,39.87958154,-15.40418062,21.63432622,39.02051636,45.81372165,0.0,5.00000014
3.45,94.66711875,3.19017008,89.15689982,0.45976331,1.70282976,0.15363122,50.17714331,-10.00000032,0.0,59.98815549,1.04699083,0.0,0.0,0.0,50.17714331,-10.00000032,0.0,59.98815549,1.04699083,0.0,0.0,0.0,-0.02718497,0.29144124,-2.20790479,-0.05048521,0.38761686,-2.34589884,-0.04466219,0.70861024,-2.34589884,-0.0310697,0.70861024,-1.93191669,-0.02524397,0.59430699,-1.79392264,-0.01553349,0.45144249,-1.65592859,-0.19417954,3.29684165,-12.27970405,0.0,0.0,14.8405409,1.07784306,12.66848975,3.64468635,-25.61076421,10.63995544,89.13623842,48.41180425,0.0,5.00000014,39.71766174,-15.39165633,21.44488564,39.26623719,45.79255522,0.0,5.00000014
3.467,94.69109378,3.26513163,89.19832987,0.45949597,1.70253444,0.15383401,50.17711488,-10.00000032,0.0,59.98816018,1.04699091,0.0,0.0,0.0,50.17711488,-10.00000032,0.0,59.98816018,1.04699091,0.0,0.0,0.0,-0.02847124,0.29214191,-2.18598826,-0.05287394,0.38854874,-2.32261252,-0.0467754,0.71031384,-2.32261252,-0.03253978,0.71031384,-1.91273973,-0.02643839,0.59573579,-1.77611546,-0.01626847,0.45252782,-1.63949119,-0.20336721,3.30476773,-12.1578109,0.0,0.0,14.80742514,1.10182318,12.63994519,3.73631152,-25.70068309,10.60287762,89.03333441,48.41477897,0.0,5.00000014,39.65918729,-15.33648531,21.52262195,39.5465657,45.79842337,0.0,5.00000014
3.483,94.80237054,3.3246855,89.18322539,0.45921846,1.70243005,0.15400514,50.17706718,-10.00000032,0.0,59.98816803,1.04699104,0.0,0.0,0.0,50.17706718,-10.00000032,0.0,59.98816803,1.04699104,0.0,0.0,0.0,-0.02815255,0.29947331,-2.15104348,-0.05228209,0.3982995,-2.2854837,-0.04625182,0.7281394,-2.2854837,-0.03217555,0.7281394,-1.88216305,-0.02614245,0.61068597,-1.74772283,-0.01608637,0.46388416,-1.61328261,-0.20109083,3.38770196,-11.96345854,0.0,0.0,14.72472434,1.23716618,12.46988687,3.73740408,-25.7927033,10.43353055,88.90774526,48.41003471,0.0,5.00000014,39.47871488,-15.38199074,21.67834304,40.22720617,45.80921314,0.0,5.00000014
3.5,94.94934284,3.38721232,89.11687189,0.45898288,1.7023313,0.15406901,50.17699321,-10.00000031,0.0,59.98818021,1.04699126,0.0,0.0,0.0,50.17699321,-10.00000031,0.0,59.98818021,1.04699126,0.0,0.0,0.0,-0.02821419,0.31256338,-2.10545419,-0.05239657,0.4157093,-2.23704508,-0.04635309,0.75996661,-2.23704508,-0.03224599,0.75996661,-1.84227242,-0.02619969,0.63737925,-1.71068153,-0.01612159,0.48416068,-1.57909064,-0.20153112,3.53577948,-11.70990458,0.0,0.0,14.64725369,1.41362406,12.22091461,3.64264234,-25.83142202,10.0334741,88.86924966,48.38836034,0.0,5.00000014,39.18770536,-15.52639905,21.9184219,41.25697062,45.82121747,0.0,5.00000014
3.517,95.08837188,3.4377678,89.09528251,0.45879947,1.70200023,0.15419712,50.17691941,-10.00000031,0.0,59.98819236,1.04699147,0.0,0.0,0.0,50.17691941,-10.00000031,0.0,59.98819236,1.04699147,0.0,0.0,0.0,-0.0280203,0.32742367,-2.05712524,-0.0520365,0.43547348,-2.18569557,-0.04603455,0.7960979,-2.18569557,-0.0320244,0.7960979,-1.79998459,-0.02601965,0.66768234,-1.67141426,-0.0160108,0.50717926,-1.54284393,-0.20014619,3.70388201,-11.44111347,0.0,0.0,14.64464235,1.45167366,11.92983931,3.56327922,-25.84176184,9.50955455,88.7667267,48.35030578,0.0,5.00000014,38.85080886,-15.55954584,22.18511889,42.32066608,45.83262789,0.0,5.00000014
3.533,95.20373536,3.47888851,89.03824215,0.45870076,1.70161772,0.15409833,50.17678945,-10.00000031,0.0,59.98821374,1.04699184,0.0,0.0,0.0,50.17678945,-10.00000031,0.0,59.98821374,1.04699184,0.0,0.0,0.0,-0.02368034,0.3432526,-1.98871716,-0.04397676,0.45652596,-2.11301198,-0.03890443,0.83458437,-2.11301198,-0.02706426,0.83458437,-1.74012751,-0.02198956,0.6999607,-1.61583269,-0.01353095,0.53169828,-1.49153787,-0.1691463,3.88294208,-11.06064821,0.0,0.0,14.73840085,1.29873846,11.62899679,3.31753885,-25.88755215,8.73889123,88.71848298,48.27764246,0.0,5.00000014,38.37596346,-15.63646306,22.50350521,43.7103651,45.83387272,0.0,5.00000014
3.55,95.37259005,3.53690731,89.01981756,0.45856954,1.70134253,0.15424273,50.17666984,-10.00000031,0.0,59.98823341,1.04699219,0.0,0.0,0.0,50.17666984,-10.00000031,0.0,59.98823341,1.04699219,0.0,0.0,0.0,-0.02684909,0.36281891,-1.92653121,-0.04986144,0.48254915,-2.04693941,-0.04411036,0.8821579,-2.04693941,-0.03068582,0.8821579,-1.68571481,-0.02493206,0.73986032,-1.56530661,-0.01534157,0.56200649,-1.44489841,-0.19178034,4.10428009,-10.71478864,0.0,0.0,14.7498944,1.04747233,11.23741406,3.15113074,-25.83014569,8.04317741,88.63919754,48.19592636,0.0,5.00000014,37.91312559,-15.69167398,22.70641424,45.12924975,45.82782652,0.0,5.00000014
3.567,95.55526921,3.58632489,89.03599014,0.45839317,1.70097879,0.1543477,50.17660159,-10.00000031,0.0,59.98824463,1.04699238,0.0,0.0,0.0,50.17660159,-10.00000031,0.0,59.98824463,1.04699238,0.0,0.0,0.0,-0.02764776,0.38287228,-1.87159095,-0.05134465,0.50922013,-1.98856538,-0.0454225,0.93091565,-1.98856538,-0.03159862,0.93091565,-1.63764208,-0.02567371,0.78075314,-1.52066764,-0.01579793,0.59306915,-1.40369321,-0.19748517,4.33112775,-10.40922736,0.0,0.0,14.66859427,0.7930397,10.75160137,2.95048186,-25.8352506,7.40691473,88.46581391,48.12655181,0.0,5.00000014,37.37551821,-15.79154764,22.83890232,46.70390905,45.83019962,0.0,5.00000014
3.583,95.59424159,3.61888405,88.94565006,0.45827498,1.700899,0.15428011,50.17643671,-10.0000003,0.0,59.98827172,1.04699285,0.0,0.0,0.0,50.17643671,-10.0000003,0.0,59.98827172,1.04699285,0.0,0.0,0.0,-0.02531318,0.38559942,-1.79660276,-0.04700911,0.51284722,-1.90889043,-0.04158702,0.93754642,-1.90889043,-0.02893043,0.93754642,-1.57202741,-0.02350582,0.78631433,-1.45973974,-0.01446395,0.5972935,-1.34745207,-0.18080952,4.36197772,-9.99216556,0.0,0.0,14.72755614,0.50221324,10.45057394,2.51819842,-25.7902453,6.70264428,88.59992286,48.01454019,0.0,5.00000014,36.60672118,-16.05088177,22.6339128,48.88572154,45.78470573,0.0,5.00000014
3.6,95.76947555,3.65910946,88.98604944,0.45802597,1.70059552,0.15427719,50.17636898,-10.0000003,0.0,59.98828284,1.04699305,0.0,0.0,0.0,50.17636898,-10.0000003,0.0,59.98828284,1.04699305,0.0,0.0,0.0,-0.02378182,0.39861159,-1.74168261,-0.04416523,0.53015341,-1.85053777,-0.03907116,0.96918422,-1.85053777,-0.02718025,0.96918422,-1.52397228,-0.0220838,0.81284875,-1.41511712,-0.01358893,0.61744935,-1.30626196,-0.16987119,4.50917401,-9.68671617,0.0,0.0,14.54076054,0.37007013,9.81120921,2.1108006,-25.91464163,6.23528802,88.55079787,47.95942016,0.0,5.00000014,35.9082608,-16.31602801,22.61633597,51.07455956,45.78077341,0.0,5.00000014
3.617,95.70518773,3.68117033,88.87753109,0.45794872,1.70072425,0.15421441,50.17617949,-10.0000003,0.0,59.98831395,1.04699359,0.0,0.0,0.0,50.17617949,-10.0000003,0.0,59.98831395,1.04699359,0.0,0.0,0.0,-0.02331161,0.38276015,-1.67779344,-0.04329199,0.50907099,-1.78265553,-0.03829865,0.93064302,-1.78265553,-0.02664284,0.93064302,-1.46806926,-0.02164716,0.78052449,-1.36320717,-0.01332025,0.59289547,-1.25834508,-0.16651251,4.32985932,-9.33138378,0.0,0.0,14.74325917,0.32708423,9.58553947,1.60204257,-25.87225453,5.72555385,88.77138196,47.87532874,0.0,5.00000014,34.84598708,-16.82976025,21.92787613,54.09576042,45.71099911,0.0,5.00000014
3.633,95.78537008,3.70352284,88.86068916,0.457872,1.70057997,0.15407559,50.17602406,-10.0000003,0.0,59.98833944,1.04699404,0.0,0.0,0.0,50.17602406,-10.0000003,0.0,59.98833944,1.04699404,0.0,0.0,0.0,-0.02180244,0.38340553,-1.6276218,-0.0404893,0.50992936,-1.72934816,-0.03581922,0.93221221,-1.72934816,-0.024918,0.93221221,-1.42416907,-0.02024574,0.78184056,-1.32244271,-0.01245791,0.59389517,-1.22071635,-0.15573261,4.33716004,-9.05234414,0.0,0.0,14.87945531,0.30824108,9.15847132,1.10022638,-25.97529342,5.30377049,88.93035021,47.81922078,0.0,5.00000014,33.79166135,-17.32297636,21.47045456,57.14304427,45.67790862,0.0,5.00000014
3.65,95.96215127,3.72342938,88.88578918,0.45789792,1.70032182,0.15403371,50.17594453,-10.00000029,0.0,59.98835249,1.04699426,0.0,0.0,0.0,50.17594453,-10.00000029,0.0,59.98835249,1.04699426,0.0,0.0,0.0,-0.02106242,0.39476666,-1.57654903,-0.03911501,0.52503966,-1.67508334,-0.03460344,0.95983567,-1.67508334,-0.02407223,0.95983567,-1.3794804,-0.01955856,0.80500818,-1.28094608,-0.01203506,0.61149356,-1.18241177,-0.15044673,4.46567945,-8.76829272,0.0,0.0,14.93891544,0.24482803,8.51761338,0.70767997,-26.10922749,4.8466168,88.96284906,47.77693753,0.0,5.00000014,32.85629375,-17.76162319,21.23772368,60.15054589,45.67159017,0.0,5.00000014
